CountyState,lon,lat,MajorClassAdmission,Admissions,CountryofBirth,originlon,originlat
"Denver County,  Colorado",-104.990251,39.7392358,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Bexar County,  Texas",-98.5721016,29.4200763,ImmediateRelatives-Children,5,Thailand,100.992541,15.870032
"Clark County,  Nevada",-115.094045,36.0795613,ImmediateRelatives-Spouses,52,Thailand,100.992541,15.870032
"San Mateo County,  California",-122.4014193,37.4337342,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"San Francisco County,  California",-122.4194155,37.7749295,FamilyPreference1st,5,Thailand,100.992541,15.870032
"Kane County,  Illinois",-88.4016041,41.987884,RefugeeandAsyleeAdjustments,4,Thailand,100.992541,15.870032
"Baltimore County,  Maryland",-76.7336521,39.4647665,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"San Joaquin County,  California",-121.1710389,37.9175935,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,EmploymentPreference3rdSkilled,D,Thailand,100.992541,15.870032
"Bristol County,  Massachusetts",-71.1448516,41.7938406,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Passaic County,  New Jersey",-74.3587473,41.1231647,ImmediateRelatives-Spouses,4,Thailand,100.992541,15.870032
"Harris County,  Texas",-95.3102505,29.7751825,ImmediateRelatives-Parents,4,Thailand,100.992541,15.870032
"Riverside County,  California",-117.3961192,33.9532966,FamilyPreference4th,D,Thailand,100.992541,15.870032
"Santa Clara County,  California",-121.8907041,37.3336581,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Mercer County,  New Jersey",-74.7337069,40.3028533,RefugeeandAsyleeAdjustments,D,Thailand,100.992541,15.870032
"Douglas County,  Nebraska",-96.195132,41.3148116,EmploymentPreference1st,D,Thailand,100.992541,15.870032
"New York County,  New York",-73.9712488,40.7830603,DiversityProgram,D,Thailand,100.992541,15.870032
"Utah County,  Utah",-111.5706786,40.0966287,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Durham County,  North Carolina",-78.9031279,36.0221805,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Multnomah County,  Oregon",-122.5863211,45.5145659,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Multnomah County,  Oregon",-122.5863211,45.5145659,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Sacramento County,  California",-121.3541631,38.47467,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Sacramento County,  California",-121.3541631,38.47467,ImmediateRelatives-Spouses,23,Thailand,100.992541,15.870032
"Suffolk County,  Massachusetts",-71.0504229,42.3522866,EmploymentPreference2nd,D,Thailand,100.992541,15.870032
"Cass County,  North Dakota",-97.1215579,47.071168,EmploymentPreference2nd,D,Thailand,100.992541,15.870032
"Sonoma County,  California",-122.9888319,38.5779555,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Howard County,  Maryland",-76.964306,39.2873463,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Essex County,  Massachusetts",-70.9071236,42.7051144,RefugeeandAsyleeAdjustments,D,Thailand,100.992541,15.870032
"Hennepin County,  Minnesota",-93.5094574,45.0208911,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Fairfield County,  Connecticut",-73.3708696,41.2559654,DiversityProgram,D,Thailand,100.992541,15.870032
"Contra Costa County,  California",-121.9017954,37.8534093,FamilyPreference4th,D,Thailand,100.992541,15.870032
"Contra Costa County,  California",-121.9017954,37.8534093,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Hudson County,  New Jersey",-74.0535126,40.7453199,EmploymentPreference3rdSkilled,D,Thailand,100.992541,15.870032
"Palm Beach County,  Florida",-80.2767327,26.6514503,DiversityProgram,D,Thailand,100.992541,15.870032
"Polk County,  Iowa",-93.5003454,41.6278423,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Fulton County,  Georgia",-84.3962535,33.8033965,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Allegheny County,  Pennsylvania",-80.0087746,40.4450813,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Dallas County,  Texas",-96.8350999,32.8024682,ImmediateRelatives-Spouses,9,Thailand,100.992541,15.870032
"Queens County,  New York",-73.7948516,40.7282239,DiversityProgram,D,Thailand,100.992541,15.870032
"Allegheny County,  Pennsylvania",-80.0087746,40.4450813,EmploymentPreference2nd,D,Thailand,100.992541,15.870032
"Milwaukee County,  Wisconsin",-87.9065334,43.0387949,RefugeeandAsyleeAdjustments,100,Thailand,100.992541,15.870032
"Jackson County,  Missouri",-94.315422,38.9914998,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"San Francisco County,  California",-122.4194155,37.7749295,ImmediateRelatives-Spouses,20,Thailand,100.992541,15.870032
"San Mateo County,  California",-122.4014193,37.4337342,ImmediateRelatives-Children,4,Thailand,100.992541,15.870032
"Oakland County,  Michigan",-83.336188,42.5921924,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Orange County,  New York",-74.3118212,41.3911653,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Oklahoma County,  Oklahoma",-97.3516558,35.6038323,EmploymentPreference3rdSkilled,D,Thailand,100.992541,15.870032
"Hennepin County,  Minnesota",-93.5094574,45.0208911,RefugeeandAsyleeAdjustments,D,Thailand,100.992541,15.870032
"Greenville County,  South Carolina",-82.345189,34.9297484,EmploymentPreference3rdUnskilled,D,Thailand,100.992541,15.870032
"Suffolk County,  New York",-72.6151169,40.9848784,ImmediateRelatives-Spouses,13,Thailand,100.992541,15.870032
"Fayette County,  Kentucky",-84.4802606,38.0606478,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Adams County,  Colorado",-104.1930918,39.8398269,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Ramsey County,  Minnesota",-93.0615978,44.9963986,RefugeeandAsyleeAdjustments,248,Thailand,100.992541,15.870032
"Cook County,  Illinois",-87.697554,41.7376587,EmploymentPreference4th,D,Thailand,100.992541,15.870032
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Cobb County,  Georgia",-84.564147,33.8999297,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"New York County,  New York",-73.9712488,40.7830603,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Fresno County,  California",-119.2320784,36.9858984,EmploymentPreference4th,D,Thailand,100.992541,15.870032
"New York County,  New York",-73.9712488,40.7830603,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Cameron County,  Texas",-97.5247243,26.1284971,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Harris County,  Texas",-95.3102505,29.7751825,ImmediateRelatives-Spouses,26,Thailand,100.992541,15.870032
"Bristol County,  Massachusetts",-71.1448516,41.7938406,EmploymentPreference4th,D,Thailand,100.992541,15.870032
"Howard County,  Maryland",-76.964306,39.2873463,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Suffolk County,  Massachusetts",-71.0504229,42.3522866,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Monroe County,  New York",-77.7452081,43.2841246,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Seminole County,  Florida",-81.2078164,28.7131688,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Dallas County,  Texas",-96.8350999,32.8024682,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Palm Beach County,  Florida",-80.2767327,26.6514503,ImmediateRelatives-Children,4,Thailand,100.992541,15.870032
"Montgomery County,  Maryland",-77.2405153,39.1547426,ImmediateRelatives-Spouses,23,Thailand,100.992541,15.870032
"Yolo County,  California",-121.9017954,38.7646021,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Howard County,  Maryland",-76.964306,39.2873463,FamilyPreference4th,D,Thailand,100.992541,15.870032
"Palm Beach County,  Florida",-80.2767327,26.6514503,FamilyPreference4th,7,Thailand,100.992541,15.870032
"Palm Beach County,  Florida",-80.2767327,26.6514503,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Suffolk County,  Massachusetts",-71.0504229,42.3522866,ImmediateRelatives-Spouses,15,Thailand,100.992541,15.870032
"Richmond County,  New York",-74.1502007,40.5795317,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Wake County,  North Carolina",-78.5660852,35.8031909,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Sedgwick County,  Kansas",-97.5247243,37.6537367,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Broward County,  Florida",-80.365865,26.190096,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Lancaster County,  Nebraska",-96.663812,40.8471492,RefugeeandAsyleeAdjustments,39,Thailand,100.992541,15.870032
"Santa Clara County,  California",-121.8907041,37.3336581,ImmediateRelatives-Spouses,28,Thailand,100.992541,15.870032
"Marion County,  Indiana",-86.1751759,39.83619,ImmediateRelatives-Spouses,7,Thailand,100.992541,15.870032
"Dakota County,  Minnesota",-93.1779659,44.731554,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Honolulu County,  Hawaii",-157.8584319,21.3069857,ImmediateRelatives-Spouses,48,Thailand,100.992541,15.870032
"Honolulu County,  Hawaii",-157.8584319,21.3069857,Other,D,Thailand,100.992541,15.870032
"Clark County,  Nevada",-115.094045,36.0795613,ImmediateRelatives-Children,15,Thailand,100.992541,15.870032
"Davidson County,  Tennessee",-86.8220341,36.1342563,RefugeeandAsyleeAdjustments,12,Thailand,100.992541,15.870032
"Contra Costa County,  California",-121.9017954,37.8534093,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Arapahoe County,  Colorado",-104.332644,39.62031,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Ramsey County,  Minnesota",-93.0615978,44.9963986,EmploymentPreference4th,5,Thailand,100.992541,15.870032
"Marin County,  California",-122.7633036,38.083403,EmploymentPreference3rdSkilled,D,Thailand,100.992541,15.870032
"Oklahoma County,  Oklahoma",-97.3516558,35.6038323,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Ramsey County,  Minnesota",-93.0615978,44.9963986,Other,D,Thailand,100.992541,15.870032
"Contra Costa County,  California",-121.9017954,37.8534093,RefugeeandAsyleeAdjustments,D,Thailand,100.992541,15.870032
"Honolulu County,  Hawaii",-157.8584319,21.3069857,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Riverside County,  California",-117.3961192,33.9532966,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Dakota County,  Minnesota",-93.1779659,44.731554,EmploymentPreference4th,D,Thailand,100.992541,15.870032
"Somerset County,  New Jersey",-74.6400432,40.5292099,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Marin County,  California",-122.7633036,38.083403,ImmediateRelatives-Spouses,4,Thailand,100.992541,15.870032
"Hudson County,  New Jersey",-74.0535126,40.7453199,ImmediateRelatives-Spouses,11,Thailand,100.992541,15.870032
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,EmploymentPreference4th,D,Thailand,100.992541,15.870032
"Contra Costa County,  California",-121.9017954,37.8534093,ImmediateRelatives-Spouses,17,Thailand,100.992541,15.870032
"District of Columbia County,  District of Columbia",-77.0368707,38.9071923,ImmediateRelatives-Spouses,8,Thailand,100.992541,15.870032
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,RefugeeandAsyleeAdjustments,19,Thailand,100.992541,15.870032
"Orange County,  California",-117.8311428,33.7174708,EmploymentPreference1st,D,Thailand,100.992541,15.870032
"Kern County,  California",-118.8596804,35.4937274,ImmediateRelatives-Children,5,Thailand,100.992541,15.870032
"New York County,  New York",-73.9712488,40.7830603,EmploymentPreference1st,4,Thailand,100.992541,15.870032
"New York County,  New York",-73.9712488,40.7830603,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Prince Georges County,  Maryland",-76.8720961,38.7849211,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Hudson County,  New Jersey",-74.0535126,40.7453199,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Fairfield County,  Connecticut",-73.3708696,41.2559654,EmploymentPreference1st,D,Thailand,100.992541,15.870032
"Lee County,  Florida",-81.9534815,26.6630286,ImmediateRelatives-Spouses,4,Thailand,100.992541,15.870032
"Macomb County,  Michigan",-82.820974,42.7168759,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Fairfax County,  Virginia",-77.2405153,38.9085472,EmploymentPreference3rdSkilled,D,Thailand,100.992541,15.870032
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"San Francisco County,  California",-122.4194155,37.7749295,EmploymentPreference3rdUnskilled,4,Thailand,100.992541,15.870032
"Honolulu County,  Hawaii",-157.8584319,21.3069857,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Lancaster County,  Pennsylvania",-76.1783739,40.0466571,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Broward County,  Florida",-80.365865,26.190096,RefugeeandAsyleeAdjustments,D,Thailand,100.992541,15.870032
"Santa Clara County,  California",-121.8907041,37.3336581,FamilyPreference4th,9,Thailand,100.992541,15.870032
"Riverside County,  California",-117.3961192,33.9532966,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Jackson County,  Missouri",-94.315422,38.9914998,RefugeeandAsyleeAdjustments,15,Thailand,100.992541,15.870032
"Ada County,  Idaho",-116.2420304,43.478767,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Milwaukee County,  Wisconsin",-87.9065334,43.0387949,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Williamson County,  Texas",NA,NA,EmploymentPreference2nd,D,Thailand,100.992541,15.870032
"Atlantic County,  New Jersey",-74.6868815,39.5333379,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Marin County,  California",-122.7633036,38.083403,Other,D,Thailand,100.992541,15.870032
"Fairfax County,  Virginia",-77.2405153,38.9085472,EmploymentPreference2nd,D,Thailand,100.992541,15.870032
"Clark County,  Nevada",-115.094045,36.0795613,RefugeeandAsyleeAdjustments,D,Thailand,100.992541,15.870032
"Oakland County,  Michigan",-83.336188,42.5921924,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Lancaster County,  Pennsylvania",-76.1783739,40.0466571,EmploymentPreference1st,D,Thailand,100.992541,15.870032
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,ImmediateRelatives-Spouses,4,Thailand,100.992541,15.870032
"Mercer County,  New Jersey",-74.7337069,40.3028533,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Saint Louis County,  Missouri",-90.4125181,38.6103023,ImmediateRelatives-Spouses,4,Thailand,100.992541,15.870032
"Fort Bend County,  Texas",-95.8142885,29.5692614,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Fort Bend County,  Texas",-95.8142885,29.5692614,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Cook County,  Illinois",-87.697554,41.7376587,ImmediateRelatives-Parents,5,Thailand,100.992541,15.870032
"Allegheny County,  Pennsylvania",-80.0087746,40.4450813,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Fairfield County,  Connecticut",-73.3708696,41.2559654,EmploymentPreference4th,D,Thailand,100.992541,15.870032
"Saint Louis County,  Missouri",-90.4125181,38.6103023,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Fairfax County,  Virginia",-77.2405153,38.9085472,EmploymentPreference5th,D,Thailand,100.992541,15.870032
"Williamson County,  Texas",NA,NA,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Marin County,  California",-122.7633036,38.083403,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"San Joaquin County,  California",-121.1710389,37.9175935,ImmediateRelatives-Spouses,4,Thailand,100.992541,15.870032
"Ramsey County,  Minnesota",-93.0615978,44.9963986,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Greenville County,  South Carolina",-82.345189,34.9297484,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Allegheny County,  Pennsylvania",-80.0087746,40.4450813,ImmediateRelatives-Spouses,7,Thailand,100.992541,15.870032
"Milwaukee County,  Wisconsin",-87.9065334,43.0387949,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Weld County,  Colorado",-104.7158226,40.3920718,FamilyPreference2nd,4,Thailand,100.992541,15.870032
"Worcester County,  Massachusetts",-71.8571331,42.4096528,ImmediateRelatives-Parents,4,Thailand,100.992541,15.870032
"Worcester County,  Massachusetts",-71.8571331,42.4096528,ImmediateRelatives-Spouses,7,Thailand,100.992541,15.870032
"Ada County,  Idaho",-116.2420304,43.478767,RefugeeandAsyleeAdjustments,8,Thailand,100.992541,15.870032
"Los Angeles County,  California",-118.2436596,34.0522265,EmploymentPreference4th,D,Thailand,100.992541,15.870032
"Los Angeles County,  California",-118.2436596,34.0522265,EmploymentPreference3rdUnskilled,18,Thailand,100.992541,15.870032
"Milwaukee County,  Wisconsin",-87.9065334,43.0387949,EmploymentPreference3rdSkilled,D,Thailand,100.992541,15.870032
"Macomb County,  Michigan",-82.820974,42.7168759,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Solano County,  California",-121.9017954,38.3104969,EmploymentPreference2nd,D,Thailand,100.992541,15.870032
"Oakland County,  Michigan",-83.336188,42.5921924,ImmediateRelatives-Spouses,13,Thailand,100.992541,15.870032
"Wake County,  North Carolina",-78.5660852,35.8031909,ImmediateRelatives-Spouses,7,Thailand,100.992541,15.870032
"Adams County,  Colorado",-104.1930918,39.8398269,EmploymentPreference3rdSkilled,D,Thailand,100.992541,15.870032
"Fort Bend County,  Texas",-95.8142885,29.5692614,EmploymentPreference1st,D,Thailand,100.992541,15.870032
"Stanislaus County,  California",-120.9876321,37.5090711,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Ada County,  Idaho",-116.2420304,43.478767,ImmediateRelatives-Spouses,6,Thailand,100.992541,15.870032
"New York County,  New York",-73.9712488,40.7830603,EmploymentPreference5th,D,Thailand,100.992541,15.870032
"Pierce County,  Washington",-122.1295269,47.0675877,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Cobb County,  Georgia",-84.564147,33.8999297,EmploymentPreference3rdSkilled,D,Thailand,100.992541,15.870032
"Burlington County,  New Jersey",-74.6868815,39.8558488,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Fairfax County,  Virginia",-77.2405153,38.9085472,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Fairfax County,  Virginia",-77.2405153,38.9085472,EmploymentPreference3rdUnskilled,8,Thailand,100.992541,15.870032
"Harris County,  Texas",-95.3102505,29.7751825,ImmediateRelatives-Children,4,Thailand,100.992541,15.870032
"Baltimore County,  Maryland",-76.7336521,39.4647665,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Guilford County,  North Carolina",-79.8296743,36.0899873,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Broward County,  Florida",-80.365865,26.190096,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Broward County,  Florida",-80.365865,26.190096,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Broward County,  Florida",-80.365865,26.190096,ImmediateRelatives-Spouses,24,Thailand,100.992541,15.870032
"Guilford County,  North Carolina",-79.8296743,36.0899873,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Riverside County,  California",-117.3961192,33.9532966,ImmediateRelatives-Spouses,22,Thailand,100.992541,15.870032
"Hartford County,  Connecticut",-72.8042797,41.7924343,RefugeeandAsyleeAdjustments,D,Thailand,100.992541,15.870032
"Pierce County,  Washington",-122.1295269,47.0675877,ImmediateRelatives-Spouses,7,Thailand,100.992541,15.870032
"Orange County,  Florida",-81.2518833,28.4844995,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Burlington County,  New Jersey",-74.6868815,39.8558488,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Marion County,  Indiana",-86.1751759,39.83619,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Cook County,  Illinois",-87.697554,41.7376587,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Orange County,  Florida",-81.2518833,28.4844995,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Lancaster County,  Pennsylvania",-76.1783739,40.0466571,ImmediateRelatives-Spouses,4,Thailand,100.992541,15.870032
"Oklahoma County,  Oklahoma",-97.3516558,35.6038323,ImmediateRelatives-Spouses,6,Thailand,100.992541,15.870032
"Middlesex County,  New Jersey",-74.3587473,40.4111363,ImmediateRelatives-Spouses,6,Thailand,100.992541,15.870032
"Lancaster County,  Pennsylvania",-76.1783739,40.0466571,RefugeeandAsyleeAdjustments,D,Thailand,100.992541,15.870032
"Dane County,  Wisconsin",-89.5497632,43.0186073,ImmediateRelatives-Spouses,7,Thailand,100.992541,15.870032
"Hartford County,  Connecticut",-72.8042797,41.7924343,ImmediateRelatives-Spouses,4,Thailand,100.992541,15.870032
"Somerset County,  New Jersey",-74.6400432,40.5292099,ImmediateRelatives-Spouses,4,Thailand,100.992541,15.870032
"Guilford County,  North Carolina",-79.8296743,36.0899873,RefugeeandAsyleeAdjustments,16,Thailand,100.992541,15.870032
"Douglas County,  Nebraska",-96.195132,41.3148116,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Cook County,  Illinois",-87.697554,41.7376587,RefugeeandAsyleeAdjustments,6,Thailand,100.992541,15.870032
"New York County,  New York",-73.9712488,40.7830603,ImmediateRelatives-Spouses,15,Thailand,100.992541,15.870032
"Burlington County,  New Jersey",-74.6868815,39.8558488,FamilyPreference4th,D,Thailand,100.992541,15.870032
"Los Angeles County,  California",-118.2436596,34.0522265,FamilyPreference1st,8,Thailand,100.992541,15.870032
"Macomb County,  Michigan",-82.820974,42.7168759,EmploymentPreference4th,D,Thailand,100.992541,15.870032
"Marin County,  California",-122.7633036,38.083403,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Guilford County,  North Carolina",-79.8296743,36.0899873,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Pierce County,  Washington",-122.1295269,47.0675877,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Riverside County,  California",-117.3961192,33.9532966,ImmediateRelatives-Children,8,Thailand,100.992541,15.870032
"Wake County,  North Carolina",-78.5660852,35.8031909,RefugeeandAsyleeAdjustments,7,Thailand,100.992541,15.870032
"Oklahoma County,  Oklahoma",-97.3516558,35.6038323,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"San Joaquin County,  California",-121.1710389,37.9175935,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Solano County,  California",-121.9017954,38.3104969,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Dakota County,  Minnesota",-93.1779659,44.731554,EmploymentPreference3rdSkilled,D,Thailand,100.992541,15.870032
"Worcester County,  Massachusetts",-71.8571331,42.4096528,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Williamson County,  Texas",NA,NA,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Los Angeles County,  California",-118.2436596,34.0522265,FamilyPreference2nd,7,Thailand,100.992541,15.870032
"Cobb County,  Georgia",-84.564147,33.8999297,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Davidson County,  Tennessee",-86.8220341,36.1342563,FamilyPreference1st,D,Thailand,100.992541,15.870032
"Cook County,  Illinois",-87.697554,41.7376587,EmploymentPreference3rdSkilled,14,Thailand,100.992541,15.870032
"Davidson County,  Tennessee",-86.8220341,36.1342563,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Marin County,  California",-122.7633036,38.083403,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Cobb County,  Georgia",-84.564147,33.8999297,DiversityProgram,D,Thailand,100.992541,15.870032
"Fort Bend County,  Texas",-95.8142885,29.5692614,EmploymentPreference5th,D,Thailand,100.992541,15.870032
"Cook County,  Illinois",-87.697554,41.7376587,ImmediateRelatives-Spouses,43,Thailand,100.992541,15.870032
"Delaware County,  Pennsylvania",-75.3878525,39.907793,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Los Angeles County,  California",-118.2436596,34.0522265,EmploymentPreference2nd,4,Thailand,100.992541,15.870032
"Cobb County,  Georgia",-84.564147,33.8999297,ImmediateRelatives-Spouses,5,Thailand,100.992541,15.870032
"Denver County,  Colorado",-104.990251,39.7392358,RefugeeandAsyleeAdjustments,10,Thailand,100.992541,15.870032
"Baltimore County,  Maryland",-76.7336521,39.4647665,EmploymentPreference1st,D,Thailand,100.992541,15.870032
"Washington County,  Oregon",-123.1386021,45.5469616,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"San Francisco County,  California",-122.4194155,37.7749295,FamilyPreference2nd,D,Thailand,100.992541,15.870032
"Macomb County,  Michigan",-82.820974,42.7168759,ImmediateRelatives-Children,4,Thailand,100.992541,15.870032
"Delaware County,  Pennsylvania",-75.3878525,39.907793,ImmediateRelatives-Spouses,4,Thailand,100.992541,15.870032
"King County,  Washington",-121.9836029,47.5480339,RefugeeandAsyleeAdjustments,10,Thailand,100.992541,15.870032
"Westchester County,  New York",-73.7948516,41.1220194,FamilyPreference3rd,D,Thailand,100.992541,15.870032
"Westchester County,  New York",-73.7948516,41.1220194,ImmediateRelatives-Spouses,6,Thailand,100.992541,15.870032
"New York County,  New York",-73.9712488,40.7830603,EmploymentPreference2nd,D,Thailand,100.992541,15.870032
"Orange County,  Florida",-81.2518833,28.4844995,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Solano County,  California",-121.9017954,38.3104969,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Orange County,  Florida",-81.2518833,28.4844995,ImmediateRelatives-Spouses,14,Thailand,100.992541,15.870032
"King County,  Washington",-121.9836029,47.5480339,Other,D,Thailand,100.992541,15.870032
"Milwaukee County,  Wisconsin",-87.9065334,43.0387949,EmploymentPreference2nd,D,Thailand,100.992541,15.870032
"Weld County,  Colorado",-104.7158226,40.3920718,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"San Francisco County,  California",-122.4194155,37.7749295,ImmediateRelatives-Children,D,Thailand,100.992541,15.870032
"Douglas County,  Nebraska",-96.195132,41.3148116,RefugeeandAsyleeAdjustments,120,Thailand,100.992541,15.870032
"Utah County,  Utah",-111.5706786,40.0966287,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Washington County,  Oregon",-123.1386021,45.5469616,EmploymentPreference2nd,D,Thailand,100.992541,15.870032
"Cook County,  Illinois",-87.697554,41.7376587,EmploymentPreference2nd,D,Thailand,100.992541,15.870032
"Douglas County,  Nebraska",-96.195132,41.3148116,ImmediateRelatives-Spouses,D,Thailand,100.992541,15.870032
"Cobb County,  Georgia",-84.564147,33.8999297,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
"Worcester County,  Massachusetts",-71.8571331,42.4096528,DiversityProgram,D,Thailand,100.992541,15.870032
"Los Angeles County,  California",-118.2436596,34.0522265,DiversityProgram,D,Thailand,100.992541,15.870032
"Denver County,  Colorado",-104.990251,39.7392358,ImmediateRelatives-Spouses,4,Thailand,100.992541,15.870032
"Orange County,  Florida",-81.2518833,28.4844995,FamilyPreference2nd,5,Thailand,100.992541,15.870032
"Washington County,  Oregon",-123.1386021,45.5469616,ImmediateRelatives-Parents,D,Thailand,100.992541,15.870032
